Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2 
dukundururwe;gukunda;one;pl;present;passive;subjunctive;iterative;to love;dukundururwe;perfective;present;.du.ku.ndu.ru.rwe.;du.ku.ndu.ru.rwe
dukundurwe;gukunda;one;pl;present;passive;subjunctive;reversive;to love;dukundurwe;perfective;present;.du.ku.ndu.rwe.;du.ku.ndu.rwe
mukundwe;gukunda;two;pl;present;passive;subjunctive;neutral;to love;mukundwe;perfective;present;.mu.ku.ndwe.;mu.ku.ndwe
mukundishwe;gukunda;two;pl;present;passive;subjunctive;causative;to love;mukundishwe;perfective;present;.mu.ku.ndi.shwe.;mu.ku.ndi.shwe
mukundirwe;gukunda;two;pl;present;passive;subjunctive;applicative;to love;mukundirwe;perfective;present;.mu.ku.ndi.rwe.;mu.ku.ndi.rwe
mukundanwe;gukunda;two;pl;present;passive;subjunctive;comitative;to love;mukundanwe;perfective;present;.mu.ku.nda.nwe.;mu.ku.nda.nwe
mukundagurwe;gukunda;two;pl;present;passive;subjunctive;frequentative;to love;mukundagurwe;perfective;present;.mu.ku.nda.gu.rwe.;mu.ku.nda.gu.rwe
mukundururwe;gukunda;two;pl;present;passive;subjunctive;iterative;to love;mukundururwe;perfective;present;.mu.ku.ndu.ru.rwe.;mu.ku.ndu.ru.rwe
mukundurwe;gukunda;two;pl;present;passive;subjunctive;reversive;to love;mukundurwe;perfective;present;.mu.ku.ndu.rwe.;mu.ku.ndu.rwe
bakundwe;gukunda;three;pl;present;passive;subjunctive;neutral;to love;bakundwe;perfective;present;.ba.ku.ndwe.;ba.ku.ndwe
bakundishwe;gukunda;three;pl;present;passive;subjunctive;causative;to love;bakundishwe;perfective;present;.ba.ku.ndi.shwe.;ba.ku.ndi.shwe
bakundirwe;gukunda;three;pl;present;passive;subjunctive;applicative;to love;bakundirwe;perfective;present;.ba.ku.ndi.rwe.;ba.ku.ndi.rwe
bakundanwe;gukunda;three;pl;present;passive;subjunctive;comitative;to love;bakundanwe;perfective;present;.ba.ku.nda.nwe.;ba.ku.nda.nwe
bakundagurwe;gukunda;three;pl;present;passive;subjunctive;frequentative;to love;bakundagurwe;perfective;present;.ba.ku.nda.gu.rwe.;ba.ku.nda.gu.rwe
bakundururwe;gukunda;three;pl;present;passive;subjunctive;iterative;to love;bakundururwe;perfective;present;.ba.ku.ndu.ru.rwe.;ba.ku.ndu.ru.rwe
bakundurwe;gukunda;three;pl;present;passive;subjunctive;reversive;to love;bakundurwe;perfective;present;.ba.ku.ndu.rwe.;ba.ku.ndu.rwe
kundwa;gukunda;two;sg;present;passive;imperative;neutral;to love;kundwa;perfective;present;.ku.ndwa.;ku.ndwa
kundishwa;gukunda;two;sg;present;passive;imperative;causative;to love;kundishwa;perfective;present;.ku.ndi.shwa.;ku.ndi.shwa
kundirwa;gukunda;two;sg;present;passive;imperative;applicative;to love;kundirwa;perfective;present;.ku.ndi.rwa.;ku.ndi.rwa
kundanwa;gukunda;two;sg;present;passive;imperative;comitative;to love;kundanwa;perfective;present;.ku.nda.nwa.;ku.nda.nwa
kundagurwa;gukunda;two;sg;present;passive;imperative;frequentative;to love;kundagurwa;perfective;present;.ku.nda.gu.rwa.;ku.nda.gu.rwa
kundururwa;gukunda;two;sg;present;passive;imperative;iterative;to love;kundururwa;perfective;present;.ku.ndu.ru.rwa.;ku.ndu.ru.rwa
kundurwa;gukunda;two;sg;present;passive;imperative;reversive;to love;kundurwa;perfective;present;.ku.ndu.rwa.;ku.ndu.rwa
nimukundwe;gukunda;two;pl;present;passive;imperative;neutral;to love;nimukundwe;perfective;present;.ni.mu.ku.ndwe.;ni.mu.ku.ndwe
nimukundishwe;gukunda;two;pl;present;passive;imperative;causative;to love;nimukundishwe;perfective;present;.ni.mu.ku.ndi.shwe.;ni.mu.ku.ndi.shwe
nimukundirwe;gukunda;two;pl;present;passive;imperative;applicative;to love;nimukundirwe;perfective;present;.ni.mu.ku.ndi.rwe.;ni.mu.ku.ndi.rwe
nimukundanwe;gukunda;two;pl;present;passive;imperative;comitative;to love;nimukundanwe;perfective;present;.ni.mu.ku.nda.nwe.;ni.mu.ku.nda.nwe
nimukundagurwe;gukunda;two;pl;present;passive;imperative;frequentative;to love;nimukundagurwe;perfective;present;.ni.mu.ku.nda.gu.rwe.;ni.mu.ku.nda.gu.rwe
nimukundururwe;gukunda;two;pl;present;passive;imperative;iterative;to love;nimukundururwe;perfective;present;.ni.mu.ku.ndu.ru.rwe.;ni.mu.ku.ndu.ru.rwe
nimukundurwe;gukunda;two;pl;present;passive;imperative;reversive;to love;nimukundurwe;perfective;present;.ni.mu.ku.ndu.rwe.;ni.mu.ku.ndu.rwe
nakundaga;gukunda;one;sg;past cont;active;indicative;neutral;to love;nakundaga;imperfective;past;.na.ku.nda.ga.;na.ku.nda.ga
nakundishaga;gukunda;one;sg;past cont;active;indicative;causative;to love;nakundishaga;imperfective;past;.na.ku.ndi.sha.ga.;na.ku.ndi.sha.ga
nakundiraga;gukunda;one;sg;past cont;active;indicative;applicative;to love;nakundiraga;imperfective;past;.na.ku.ndi.ra.ga.;na.ku.ndi.ra.ga
nakundanaga;gukunda;one;sg;past cont;active;indicative;comitative;to love;nakundanaga;imperfective;past;.na.ku.nda.na.ga.;na.ku.nda.na.ga
nakundaguraga;gukunda;one;sg;past cont;active;indicative;frequentative;to love;nakundaguraga;imperfective;past;.na.ku.nda.gu.ra.ga.;na.ku.nda.gu.ra.ga
nakundururaga;gukunda;one;sg;past cont;active;indicative;iterative;to love;nakundururaga;imperfective;past;.na.ku.ndu.ru.ra.ga.;na.ku.ndu.ru.ra.ga
nakunduraga;gukunda;one;sg;past cont;active;indicative;reversive;to love;nakunduraga;imperfective;past;.na.ku.ndu.ra.ga.;na.ku.ndu.ra.ga
wakundaga;gukunda;two;sg;past cont;active;indicative;neutral;to love;wakundaga;imperfective;past;.wa.ku.nda.ga.;wa.ku.nda.ga
wakundishaga;gukunda;two;sg;past cont;active;indicative;causative;to love;wakundishaga;imperfective;past;.wa.ku.ndi.sha.ga.;wa.ku.ndi.sha.ga
wakundiraga;gukunda;two;sg;past cont;active;indicative;applicative;to love;wakundiraga;imperfective;past;.wa.ku.ndi.ra.ga.;wa.ku.ndi.ra.ga
wakundanaga;gukunda;two;sg;past cont;active;indicative;comitative;to love;wakundanaga;imperfective;past;.wa.ku.nda.na.ga.;wa.ku.nda.na.ga
wakundaguraga;gukunda;two;sg;past cont;active;indicative;frequentative;to love;wakundaguraga;imperfective;past;.wa.ku.nda.gu.ra.ga.;wa.ku.nda.gu.ra.ga
wakundururaga;gukunda;two;sg;past cont;active;indicative;iterative;to love;wakundururaga;imperfective;past;.wa.ku.ndu.ru.ra.ga.;wa.ku.ndu.ru.ra.ga
wakunduraga;gukunda;two;sg;past cont;active;indicative;reversive;to love;wakunduraga;imperfective;past;.wa.ku.ndu.ra.ga.;wa.ku.ndu.ra.ga
yakundaga;gukunda;three;sg;past cont;active;indicative;neutral;to love;yakundaga;imperfective;past;.ya.ku.nda.ga.;ya.ku.nda.ga
yakundishaga;gukunda;three;sg;past cont;active;indicative;causative;to love;yakundishaga;imperfective;past;.ya.ku.ndi.sha.ga.;ya.ku.ndi.sha.ga
yakundiraga;gukunda;three;sg;past cont;active;indicative;applicative;to love;yakundiraga;imperfective;past;.ya.ku.ndi.ra.ga.;ya.ku.ndi.ra.ga
yakundanaga;gukunda;three;sg;past cont;active;indicative;comitative;to love;yakundanaga;imperfective;past;.ya.ku.nda.na.ga.;ya.ku.nda.na.ga
yakundaguraga;gukunda;three;sg;past cont;active;indicative;frequentative;to love;yakundaguraga;imperfective;past;.ya.ku.nda.gu.ra.ga.;ya.ku.nda.gu.ra.ga
yakundururaga;gukunda;three;sg;past cont;active;indicative;iterative;to love;yakundururaga;imperfective;past;.ya.ku.ndu.ru.ra.ga.;ya.ku.ndu.ru.ra.ga
yakunduraga;gukunda;three;sg;past cont;active;indicative;reversive;to love;yakunduraga;imperfective;past;.ya.ku.ndu.ra.ga.;ya.ku.ndu.ra.ga
twakundaga;gukunda;one;pl;past cont;active;indicative;neutral;to love;twakundaga;imperfective;past;.twa.ku.nda.ga.;twa.ku.nda.ga
twakundishaga;gukunda;one;pl;past cont;active;indicative;causative;to love;twakundishaga;imperfective;past;.twa.ku.ndi.sha.ga.;twa.ku.ndi.sha.ga
twakundiraga;gukunda;one;pl;past cont;active;indicative;applicative;to love;twakundiraga;imperfective;past;.twa.ku.ndi.ra.ga.;twa.ku.ndi.ra.ga
twakundanaga;gukunda;one;pl;past cont;active;indicative;comitative;to love;twakundanaga;imperfective;past;.twa.ku.nda.na.ga.;twa.ku.nda.na.ga
twakundaguraga;gukunda;one;pl;past cont;active;indicative;frequentative;to love;twakundaguraga;imperfective;past;.twa.ku.nda.gu.ra.ga.;twa.ku.nda.gu.ra.ga
twakundururaga;gukunda;one;pl;past cont;active;indicative;iterative;to love;twakundururaga;imperfective;past;.twa.ku.ndu.ru.ra.ga.;twa.ku.ndu.ru.ra.ga
twakunduraga;gukunda;one;pl;past cont;active;indicative;reversive;to love;twakunduraga;imperfective;past;.twa.ku.ndu.ra.ga.;twa.ku.ndu.ra.ga
mwakundaga;gukunda;two;pl;past cont;active;indicative;neutral;to love;mwakundaga;imperfective;past;.mwa.ku.nda.ga.;mwa.ku.nda.ga
mwakundishaga;gukunda;two;pl;past cont;active;indicative;causative;to love;mwakundishaga;imperfective;past;.mwa.ku.ndi.sha.ga.;mwa.ku.ndi.sha.ga
mwakundiraga;gukunda;two;pl;past cont;active;indicative;applicative;to love;mwakundiraga;imperfective;past;.mwa.ku.ndi.ra.ga.;mwa.ku.ndi.ra.ga
mwakundanaga;gukunda;two;pl;past cont;active;indicative;comitative;to love;mwakundanaga;imperfective;past;.mwa.ku.nda.na.ga.;mwa.ku.nda.na.ga
mwakundaguraga;gukunda;two;pl;past cont;active;indicative;frequentative;to love;mwakundaguraga;imperfective;past;.mwa.ku.nda.gu.ra.ga.;mwa.ku.nda.gu.ra.ga
mwakundururaga;gukunda;two;pl;past cont;active;indicative;iterative;to love;mwakundururaga;imperfective;past;.mwa.ku.ndu.ru.ra.ga.;mwa.ku.ndu.ru.ra.ga
mwakunduraga;gukunda;two;pl;past cont;active;indicative;reversive;to love;mwakunduraga;imperfective;past;.mwa.ku.ndu.ra.ga.;mwa.ku.ndu.ra.ga
bakundaga;gukunda;three;pl;past cont;active;indicative;neutral;to love;bakundaga;imperfective;past;.ba.ku.nda.ga.;ba.ku.nda.ga
bakundishaga;gukunda;three;pl;past cont;active;indicative;causative;to love;bakundishaga;imperfective;past;.ba.ku.ndi.sha.ga.;ba.ku.ndi.sha.ga
bakundiraga;gukunda;three;pl;past cont;active;indicative;applicative;to love;bakundiraga;imperfective;past;.ba.ku.ndi.ra.ga.;ba.ku.ndi.ra.ga
bakundanaga;gukunda;three;pl;past cont;active;indicative;comitative;to love;bakundanaga;imperfective;past;.ba.ku.nda.na.ga.;ba.ku.nda.na.ga
bakundaguraga;gukunda;three;pl;past cont;active;indicative;frequentative;to love;bakundaguraga;imperfective;past;.ba.ku.nda.gu.ra.ga.;ba.ku.nda.gu.ra.ga
bakundururaga;gukunda;three;pl;past cont;active;indicative;iterative;to love;bakundururaga;imperfective;past;.ba.ku.ndu.ru.ra.ga.;ba.ku.ndu.ru.ra.ga
bakunduraga;gukunda;three;pl;past cont;active;indicative;reversive;to love;bakunduraga;imperfective;past;.ba.ku.ndu.ra.ga.;ba.ku.ndu.ra.ga
nakundwaga;gukunda;one;sg;past cont;passive;indicative;neutral;to love;nakundwaga;imperfective;past;.na.ku.ndwa.ga.;na.ku.ndwa.ga
nakundishwaga;gukunda;one;sg;past cont;passive;indicative;causative;to love;nakundishwaga;imperfective;past;.na.ku.ndi.shwa.ga.;na.ku.ndi.shwa.ga
nakundirwaga;gukunda;one;sg;past cont;passive;indicative;applicative;to love;nakundirwaga;imperfective;past;.na.ku.ndi.rwa.ga.;na.ku.ndi.rwa.ga
nakundanwaga;gukunda;one;sg;past cont;passive;indicative;comitative;to love;nakundanwaga;imperfective;past;.na.ku.nda.nwa.ga.;na.ku.nda.nwa.ga
nakundagurwaga;gukunda;one;sg;past cont;passive;indicative;frequentative;to love;nakundagurwaga;imperfective;past;.na.ku.nda.gu.rwa.ga.;na.ku.nda.gu.rwa.ga
nakundururwaga;gukunda;one;sg;past cont;passive;indicative;iterative;to love;nakundururwaga;imperfective;past;.na.ku.ndu.ru.rwa.ga.;na.ku.ndu.ru.rwa.ga
nakundurwaga;gukunda;one;sg;past cont;passive;indicative;reversive;to love;nakundurwaga;imperfective;past;.na.ku.ndu.rwa.ga.;na.ku.ndu.rwa.ga
wakundwaga;gukunda;two;sg;past cont;passive;indicative;neutral;to love;wakundwaga;imperfective;past;.wa.ku.ndwa.ga.;wa.ku.ndwa.ga
wakundishwaga;gukunda;two;sg;past cont;passive;indicative;causative;to love;wakundishwaga;imperfective;past;.wa.ku.ndi.shwa.ga.;wa.ku.ndi.shwa.ga
wakundirwaga;gukunda;two;sg;past cont;passive;indicative;applicative;to love;wakundirwaga;imperfective;past;.wa.ku.ndi.rwa.ga.;wa.ku.ndi.rwa.ga
wakundanwaga;gukunda;two;sg;past cont;passive;indicative;comitative;to love;wakundanwaga;imperfective;past;.wa.ku.nda.nwa.ga.;wa.ku.nda.nwa.ga
wakundagurwaga;gukunda;two;sg;past cont;passive;indicative;frequentative;to love;wakundagurwaga;imperfective;past;.wa.ku.nda.gu.rwa.ga.;wa.ku.nda.gu.rwa.ga
wakundururwaga;gukunda;two;sg;past cont;passive;indicative;iterative;to love;wakundururwaga;imperfective;past;.wa.ku.ndu.ru.rwa.ga.;wa.ku.ndu.ru.rwa.ga
wakundurwaga;gukunda;two;sg;past cont;passive;indicative;reversive;to love;wakundurwaga;imperfective;past;.wa.ku.ndu.rwa.ga.;wa.ku.ndu.rwa.ga
yakundwaga;gukunda;three;sg;past cont;passive;indicative;neutral;to love;yakundwaga;imperfective;past;.ya.ku.ndwa.ga.;ya.ku.ndwa.ga
yakundishwaga;gukunda;three;sg;past cont;passive;indicative;causative;to love;yakundishwaga;imperfective;past;.ya.ku.ndi.shwa.ga.;ya.ku.ndi.shwa.ga
yakundirwaga;gukunda;three;sg;past cont;passive;indicative;applicative;to love;yakundirwaga;imperfective;past;.ya.ku.ndi.rwa.ga.;ya.ku.ndi.rwa.ga
yakundanwaga;gukunda;three;sg;past cont;passive;indicative;comitative;to love;yakundanwaga;imperfective;past;.ya.ku.nda.nwa.ga.;ya.ku.nda.nwa.ga
yakundagurwaga;gukunda;three;sg;past cont;passive;indicative;frequentative;to love;yakundagurwaga;imperfective;past;.ya.ku.nda.gu.rwa.ga.;ya.ku.nda.gu.rwa.ga
yakundururwaga;gukunda;three;sg;past cont;passive;indicative;iterative;to love;yakundururwaga;imperfective;past;.ya.ku.ndu.ru.rwa.ga.;ya.ku.ndu.ru.rwa.ga
yakundurwaga;gukunda;three;sg;past cont;passive;indicative;reversive;to love;yakundurwaga;imperfective;past;.ya.ku.ndu.rwa.ga.;ya.ku.ndu.rwa.ga
twakundwaga;gukunda;one;pl;past cont;passive;indicative;neutral;to love;twakundwaga;imperfective;past;.twa.ku.ndwa.ga.;twa.ku.ndwa.ga
twakundishwaga;gukunda;one;pl;past cont;passive;indicative;causative;to love;twakundishwaga;imperfective;past;.twa.ku.ndi.shwa.ga.;twa.ku.ndi.shwa.ga
twakundirwaga;gukunda;one;pl;past cont;passive;indicative;applicative;to love;twakundirwaga;imperfective;past;.twa.ku.ndi.rwa.ga.;twa.ku.ndi.rwa.ga
twakundanwaga;gukunda;one;pl;past cont;passive;indicative;comitative;to love;twakundanwaga;imperfective;past;.twa.ku.nda.nwa.ga.;twa.ku.nda.nwa.ga
twakundagurwaga;gukunda;one;pl;past cont;passive;indicative;frequentative;to love;twakundagurwaga;imperfective;past;.twa.ku.nda.gu.rwa.ga.;twa.ku.nda.gu.rwa.ga
twakundururwaga;gukunda;one;pl;past cont;passive;indicative;iterative;to love;twakundururwaga;imperfective;past;.twa.ku.ndu.ru.rwa.ga.;twa.ku.ndu.ru.rwa.ga
twakundurwaga;gukunda;one;pl;past cont;passive;indicative;reversive;to love;twakundurwaga;imperfective;past;.twa.ku.ndu.rwa.ga.;twa.ku.ndu.rwa.ga
mwakundwaga;gukunda;two;pl;past cont;passive;indicative;neutral;to love;mwakundwaga;imperfective;past;.mwa.ku.ndwa.ga.;mwa.ku.ndwa.ga
mwakundishwaga;gukunda;two;pl;past cont;passive;indicative;causative;to love;mwakundishwaga;imperfective;past;.mwa.ku.ndi.shwa.ga.;mwa.ku.ndi.shwa.ga
mwakundirwaga;gukunda;two;pl;past cont;passive;indicative;applicative;to love;mwakundirwaga;imperfective;past;.mwa.ku.ndi.rwa.ga.;mwa.ku.ndi.rwa.ga
mwakundanwaga;gukunda;two;pl;past cont;passive;indicative;comitative;to love;mwakundanwaga;imperfective;past;.mwa.ku.nda.nwa.ga.;mwa.ku.nda.nwa.ga
mwakundagurwaga;gukunda;two;pl;past cont;passive;indicative;frequentative;to love;mwakundagurwaga;imperfective;past;.mwa.ku.nda.gu.rwa.ga.;mwa.ku.nda.gu.rwa.ga
mwakundururwaga;gukunda;two;pl;past cont;passive;indicative;iterative;to love;mwakundururwaga;imperfective;past;.mwa.ku.ndu.ru.rwa.ga.;mwa.ku.ndu.ru.rwa.ga
mwakundurwaga;gukunda;two;pl;past cont;passive;indicative;reversive;to love;mwakundurwaga;imperfective;past;.mwa.ku.ndu.rwa.ga.;mwa.ku.ndu.rwa.ga
bakundwaga;gukunda;three;pl;past cont;passive;indicative;neutral;to love;bakundwaga;imperfective;past;.ba.ku.ndwa.ga.;ba.ku.ndwa.ga
bakundishwaga;gukunda;three;pl;past cont;passive;indicative;causative;to love;bakundishwaga;imperfective;past;.ba.ku.ndi.shwa.ga.;ba.ku.ndi.shwa.ga
bakundirwaga;gukunda;three;pl;past cont;passive;indicative;applicative;to love;bakundirwaga;imperfective;past;.ba.ku.ndi.rwa.ga.;ba.ku.ndi.rwa.ga
bakundanwaga;gukunda;three;pl;past cont;passive;indicative;comitative;to love;bakundanwaga;imperfective;past;.ba.ku.nda.nwa.ga.;ba.ku.nda.nwa.ga
bakundagurwaga;gukunda;three;pl;past cont;passive;indicative;frequentative;to love;bakundagurwaga;imperfective;past;.ba.ku.nda.gu.rwa.ga.;ba.ku.nda.gu.rwa.ga
bakundururwaga;gukunda;three;pl;past cont;passive;indicative;iterative;to love;bakundururwaga;imperfective;past;.ba.ku.ndu.ru.rwa.ga.;ba.ku.ndu.ru.rwa.ga
bakundurwaga;gukunda;three;pl;past cont;passive;indicative;reversive;to love;bakundurwaga;imperfective;past;.ba.ku.ndu.rwa.ga.;ba.ku.ndu.rwa.ga
nakunze;gukunda;one;sg;past;active;indicative;neutral;to love;nakunze;perfective;past;.na.ku.nze.;na.ku.nze
nakundishije;gukunda;one;sg;past;active;indicative;causative;to love;nakundishije;perfective;past;.na.ku.ndi.shi.je.;na.ku.ndi.shi.je
nakundiye;gukunda;one;sg;past;active;indicative;applicative;to love;nakundiye;perfective;past;.na.ku.ndi.ye.;na.ku.ndi.ye
nakundanye;gukunda;one;sg;past;active;indicative;comitative;to love;nakundanye;perfective;past;.na.ku.nda.nye.;na.ku.nda.nye
nakundaguye;gukunda;one;sg;past;active;indicative;frequentative;to love;nakundaguye;perfective;past;.na.ku.nda.gu.ye.;na.ku.nda.gu.ye
nakunduruye;gukunda;one;sg;past;active;indicative;iterative;to love;nakunduruye;perfective;past;.na.ku.ndu.ru.ye.;na.ku.ndu.ru.ye
nakunduye;gukunda;one;sg;past;active;indicative;reversive;to love;nakunduye;perfective;past;.na.ku.ndu.ye.;na.ku.ndu.ye
wakunze;gukunda;two;sg;past;active;indicative;neutral;to love;wakunze;perfective;past;.wa.ku.nze.;wa.ku.nze
wakundishije;gukunda;two;sg;past;active;indicative;causative;to love;wakundishije;perfective;past;.wa.ku.ndi.shi.je.;wa.ku.ndi.shi.je
wakundiye;gukunda;two;sg;past;active;indicative;applicative;to love;wakundiye;perfective;past;.wa.ku.ndi.ye.;wa.ku.ndi.ye
wakundanye;gukunda;two;sg;past;active;indicative;comitative;to love;wakundanye;perfective;past;.wa.ku.nda.nye.;wa.ku.nda.nye
wakundaguye;gukunda;two;sg;past;active;indicative;frequentative;to love;wakundaguye;perfective;past;.wa.ku.nda.gu.ye.;wa.ku.nda.gu.ye
wakunduruye;gukunda;two;sg;past;active;indicative;iterative;to love;wakunduruye;perfective;past;.wa.ku.ndu.ru.ye.;wa.ku.ndu.ru.ye
wakunduye;gukunda;two;sg;past;active;indicative;reversive;to love;wakunduye;perfective;past;.wa.ku.ndu.ye.;wa.ku.ndu.ye
yakunze;gukunda;three;sg;past;active;indicative;neutral;to love;yakunze;perfective;past;.ya.ku.nze.;ya.ku.nze
yakundishije;gukunda;three;sg;past;active;indicative;causative;to love;yakundishije;perfective;past;.ya.ku.ndi.shi.je.;ya.ku.ndi.shi.je
yakundiye;gukunda;three;sg;past;active;indicative;applicative;to love;yakundiye;perfective;past;.ya.ku.ndi.ye.;ya.ku.ndi.ye
yakundanye;gukunda;three;sg;past;active;indicative;comitative;to love;yakundanye;perfective;past;.ya.ku.nda.nye.;ya.ku.nda.nye
yakundaguye;gukunda;three;sg;past;active;indicative;frequentative;to love;yakundaguye;perfective;past;.ya.ku.nda.gu.ye.;ya.ku.nda.gu.ye
yakunduruye;gukunda;three;sg;past;active;indicative;iterative;to love;yakunduruye;perfective;past;.ya.ku.ndu.ru.ye.;ya.ku.ndu.ru.ye
yakunduye;gukunda;three;sg;past;active;indicative;reversive;to love;yakunduye;perfective;past;.ya.ku.ndu.ye.;ya.ku.ndu.ye
twakunze;gukunda;one;pl;past;active;indicative;neutral;to love;twakunze;perfective;past;.twa.ku.nze.;twa.ku.nze
twakundishije;gukunda;one;pl;past;active;indicative;causative;to love;twakundishije;perfective;past;.twa.ku.ndi.shi.je.;twa.ku.ndi.shi.je
